0.245,-0.020,-0.618,0.007,-0.015,0.025,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.245,-0.020,-0.618,0.007,-0.015,0.025,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.245,-0.020,-0.618,0.007,-0.015,0.025,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.245,-0.020,-0.618,0.007,-0.015,0.025,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.245,-0.020,-0.618,0.007,-0.015,0.025,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.294,-0.226,0.363,-0.008,0.001,0.021,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.088,-0.029,-0.029,-0.010,0.000,0.013,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.265,-0.088,-0.520,-0.014,-0.001,0.045,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.206,-0.020,-0.628,-0.011,-0.007,0.031,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.255,0.059,-0.726,0.002,-0.011,0.029,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.196,-0.039,-0.137,0.000,-0.008,0.019,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.333,-0.245,-0.363,-0.005,-0.024,0.024,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.333,0.216,-0.294,0.004,-0.019,0.016,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.186,-0.157,0.078,-0.010,-0.012,0.024,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.245,0.020,0.039,-0.012,0.003,0.011,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.304,-0.010,-0.294,-0.004,-0.016,0.028,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.284,0.078,-0.177,0.001,-0.016,0.015,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.059,-0.108,0.020,-0.014,0.001,0.007,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.059,-0.108,0.020,-0.014,0.001,0.007,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.226,0.059,0.088,0.009,-0.009,0.002,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.127,0.088,-0.402,-0.009,-0.005,0.024,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.167,0.127,-0.432,0.005,-0.011,0.023,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.186,-0.049,0.196,-0.015,0.005,0.014,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.108,0.078,-0.549,0.002,-0.011,0.025,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.314,-0.029,-0.363,0.001,-0.020,0.027,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.098,0.127,-0.324,0.006,-0.012,0.019,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.265,0.157,0.088,-0.001,-0.007,0.016,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.206,0.098,0.333,-0.004,-0.006,0.004,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.294,-0.010,-0.549,-0.001,-0.014,0.022,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.186,0.186,0.206,-0.003,-0.004,0.004,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.333,0.010,-0.500,-0.002,-0.011,0.034,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.206,-0.118,-0.157,-0.011,-0.001,0.012,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.069,0.029,0.382,-0.018,0.004,0.005,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.235,0.098,-0.569,-0.004,-0.011,0.028,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.167,0.196,-0.559,0.004,-0.002,0.022,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.314,-0.059,0.196,-0.005,-0.014,0.011,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.373,-0.069,-0.118,-0.011,-0.008,0.011,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.382,-0.039,0.265,-0.005,-0.016,0.011,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.137,0.078,0.108,-0.001,-0.003,0.012,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.392,-0.029,-0.196,-0.007,-0.015,0.015,    ,1334.676,91.180,417.768,-179.133,-0.889,-89.950
0.922,-0.118,0.441,-0.076,0.000,0.109,    ,1334.676,91.180,417.767,-179.133,-0.864,-89.950
-0.284,-0.186,1.981,-0.016,0.044,-0.087,    ,1334.675,91.180,417.766,-179.133,-0.592,-89.950
0.382,0.157,1.245,-0.016,-0.005,-0.017,    ,1334.676,91.180,417.768,-179.133,-0.402,-89.950
0.412,-0.049,1.363,-0.018,0.014,-0.006,    ,1334.676,91.180,417.768,-179.133,-0.402,-89.950
0.167,-0.127,1.422,-0.020,0.000,-0.007,    ,1334.676,91.180,417.766,-179.133,-0.287,-89.950
0.686,-0.657,2.530,-0.110,0.037,0.027,    ,1334.675,91.181,417.765,-179.133,0.221,-89.950
1.304,0.441,1.853,0.046,-0.062,-0.025,    ,1334.675,91.180,417.764,-179.132,0.803,-89.950
1.049,0.402,2.893,-0.028,0.076,0.023,    ,1334.675,91.181,417.765,-179.132,1.456,-89.950
1.795,-0.412,3.158,-0.135,0.093,0.174,    ,1334.675,91.181,417.765,-179.131,1.789,-89.950
2.864,-0.255,1.873,-0.053,-0.042,0.211,    ,1334.675,91.181,417.765,-179.131,2.454,-89.950
2.452,0.265,0.608,0.003,-0.065,0.136,    ,1334.675,91.181,417.765,-179.130,3.059,-89.950
3.001,-0.363,1.049,-0.085,-0.004,0.233,    ,1334.675,91.181,417.765,-179.130,3.724,-89.950
3.609,0.402,0.716,0.081,-0.024,0.223,    ,1334.675,91.181,417.765,-179.129,4.306,-89.949
