Fx,Fy,Fz,Mx,My,Mz, ,X,Y,Z,W,P,R
-8.600,37.765,-16.932,-2.245,0.326,-0.561,    ,848.730,-64.799,299.668,-148.021,-0.792,-2.023
-8.463,36.824,-16.569,-2.321,0.490,-0.607,    ,848.730,-64.799,299.667,-149.234,-0.835,-2.006
-9.140,36.157,-13.891,-2.326,0.443,-0.558,    ,848.729,-64.799,299.667,-149.666,-0.850,-1.999
-9.002,35.029,-13.254,-2.322,0.503,-0.506,    ,848.729,-64.799,299.667,-150.962,-0.895,-1.979
-9.051,34.500,-14.019,-2.281,0.444,-0.451,    ,848.729,-64.800,299.667,-151.793,-0.924,-1.966
-9.591,33.460,-13.411,-2.339,0.521,-0.456,    ,848.729,-64.799,299.667,-152.275,-0.940,-1.958
-9.100,32.793,-13.519,-2.234,0.478,-0.468,    ,848.729,-64.800,299.667,-153.205,-0.972,-1.943
-8.973,31.313,-11.518,-2.328,0.584,-0.376,    ,848.729,-64.800,299.667,-154.136,-1.003,-1.927
-9.424,30.391,-12.185,-2.286,0.522,-0.441,    ,848.729,-64.800,299.667,-155.067,-1.034,-1.910
-8.747,29.773,-12.479,-2.242,0.565,-0.384,    ,848.729,-64.800,299.667,-155.897,-1.062,-1.895
-9.296,29.440,-11.891,-2.234,0.523,-0.326,    ,848.729,-64.800,299.667,-156.745,-1.090,-1.879
-9.983,27.870,-8.655,-2.372,0.572,-0.371,    ,848.729,-64.800,299.667,-157.593,-1.118,-1.863
-9.551,27.125,-9.959,-2.221,0.659,-0.452,    ,848.729,-64.800,299.667,-158.523,-1.148,-1.844
-9.512,26.105,-10.381,-2.207,0.587,-0.287,    ,848.729,-64.801,299.667,-159.471,-1.178,-1.825
-9.424,25.419,-9.910,-2.135,0.559,-0.278,    ,848.729,-64.801,299.667,-160.385,-1.207,-1.806
-9.414,24.536,-8.537,-2.315,0.666,-0.241,    ,848.728,-64.801,299.667,-161.349,-1.237,-1.786
-9.228,23.938,-8.400,-2.232,0.597,-0.155,    ,848.728,-64.801,299.666,-161.814,-1.252,-1.775
-9.600,22.212,-9.076,-2.246,0.611,-0.182,    ,848.728,-64.801,299.666,-162.745,-1.280,-1.755
-10.032,21.584,-8.292,-2.191,0.667,-0.225,    ,848.728,-64.801,299.666,-163.676,-1.309,-1.734
-9.944,20.702,-7.076,-2.159,0.683,-0.192,    ,848.728,-64.801,299.666,-164.607,-1.337,-1.712
-10.071,20.104,-7.458,-2.131,0.652,-0.129,    ,848.728,-64.801,299.666,-165.537,-1.364,-1.690
-9.904,18.574,-8.517,-2.103,0.746,-0.238,    ,848.728,-64.802,299.666,-166.501,-1.393,-1.667
-9.718,18.093,-7.625,-2.174,0.669,-0.092,    ,848.728,-64.802,299.666,-167.432,-1.419,-1.644
-10.434,16.259,-5.742,-2.068,0.820,-0.223,    ,848.728,-64.802,299.666,-167.898,-1.433,-1.633
-10.071,15.926,-7.223,-2.084,0.734,-0.025,    ,848.728,-64.802,299.666,-168.829,-1.459,-1.609
-10.189,14.867,-7.154,-2.078,0.800,-0.154,    ,848.728,-64.802,299.666,-169.776,-1.486,-1.585
-10.297,14.161,-5.615,-2.105,0.778,-0.029,    ,848.728,-64.802,299.666,-170.707,-1.511,-1.561
-10.248,12.396,-5.428,-2.017,0.770,-0.027,    ,848.728,-64.802,299.666,-171.588,-1.535,-1.537
-10.375,12.229,-6.556,-1.962,0.766,-0.110,    ,848.728,-64.803,299.666,-172.519,-1.560,-1.512
-10.307,10.944,-5.536,-1.988,0.749,0.063,    ,848.727,-64.803,299.666,-173.450,-1.584,-1.486
-10.444,10.052,-4.369,-1.995,0.772,0.097,    ,848.727,-64.803,299.666,-174.381,-1.608,-1.460
-10.885,9.414,-4.036,-1.950,0.844,-0.063,    ,848.727,-64.803,299.666,-175.229,-1.629,-1.436
-9.895,8.473,-5.870,-1.869,0.699,0.339,    ,848.727,-64.803,299.666,-175.695,-1.641,-1.423
-10.620,6.669,-4.938,-1.813,0.870,0.036,    ,848.727,-64.803,299.666,-176.626,-1.664,-1.396
-11.003,5.884,-3.791,-1.841,0.822,0.108,    ,848.729,-64.803,299.668,-177.911,-1.695,-1.359
-10.091,5.158,-5.732,-1.674,0.755,0.269,    ,848.734,-64.804,299.676,-178.309,-1.706,-1.347
-10.611,5.580,-5.664,-1.826,0.795,0.197,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.532,5.521,-5.762,-1.810,0.784,0.215,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.405,5.198,-5.889,-1.797,0.779,0.240,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.277,5.413,-6.448,-1.810,0.788,0.238,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.414,5.580,-5.879,-1.793,0.789,0.230,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.512,5.305,-5.605,-1.775,0.791,0.217,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.463,5.286,-5.487,-1.810,0.781,0.222,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.463,5.354,-5.497,-1.788,0.786,0.218,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.503,5.325,-5.664,-1.801,0.797,0.228,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.454,5.443,-5.399,-1.792,0.781,0.216,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.503,5.227,-5.311,-1.807,0.784,0.229,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.297,5.443,-5.301,-1.793,0.776,0.223,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.414,5.315,-5.468,-1.790,0.775,0.230,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.385,5.462,-4.771,-1.775,0.780,0.203,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.454,5.305,-5.438,-1.810,0.765,0.228,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.277,5.296,-5.124,-1.805,0.768,0.225,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.267,5.502,-5.497,-1.790,0.769,0.228,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.307,5.619,-5.163,-1.745,0.778,0.213,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.297,5.511,-5.213,-1.763,0.776,0.218,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.395,5.325,-5.065,-1.788,0.773,0.233,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.287,5.256,-5.330,-1.769,0.767,0.231,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.267,5.315,-4.928,-1.794,0.759,0.225,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.463,5.374,-4.869,-1.778,0.771,0.214,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.542,5.296,-5.144,-1.801,0.779,0.235,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.277,5.394,-5.723,-1.751,0.767,0.234,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.493,5.286,-4.791,-1.774,0.769,0.215,    ,848.735,-64.804,299.676,-178.347,-1.707,-1.346
-10.669,5.286,-2.467,-1.781,0.765,0.130,    ,848.750,-64.823,299.668,-178.346,-1.709,-1.349
-10.620,5.296,-2.574,-1.778,0.775,0.144,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.767,5.276,-2.339,-1.770,0.775,0.136,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.483,5.237,-2.614,-1.769,0.757,0.136,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.571,5.266,-2.310,-1.766,0.761,0.134,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.444,5.178,-2.486,-1.776,0.760,0.141,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.679,5.266,-2.486,-1.771,0.768,0.131,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.679,5.266,-2.486,-1.771,0.768,0.131,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.542,5.168,-2.594,-1.769,0.756,0.134,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.552,5.266,-2.535,-1.766,0.763,0.143,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.512,5.188,-2.643,-1.769,0.760,0.138,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.463,5.247,-2.104,-1.763,0.758,0.123,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.512,5.305,-2.555,-1.756,0.759,0.141,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
-10.463,5.286,-2.565,-1.772,0.767,0.143,    ,848.750,-64.828,299.668,-178.346,-1.709,-1.349
