27.772,31.136,-4.046,-14.957,9.543,-0.435
27.566,31.166,-5.311,-14.918,9.510,-0.442
27.733,31.126,-4.860,-14.942,9.541,-0.444
27.870,31.126,-5.566,-14.948,9.551,-0.430
27.821,31.156,-5.281,-14.940,9.549,-0.432
27.606,31.234,-4.507,-14.938,9.479,-0.450
28.076,31.420,-5.978,-14.979,9.569,-0.429
27.870,31.126,-5.840,-14.932,9.551,-0.431
27.547,31.166,-5.174,-14.945,9.440,-0.441
27.861,31.254,-5.939,-14.934,9.568,-0.434
28.008,31.205,-5.929,-14.925,9.577,-0.432
27.988,30.989,-5.311,-14.884,9.655,-0.439
28.125,31.234,-4.732,-14.929,9.666,-0.436
27.949,31.097,-5.929,-14.852,9.597,-0.429
27.998,31.126,-5.066,-14.882,9.592,-0.430
28.214,30.989,-5.409,-14.932,9.585,-0.430
27.733,31.136,-4.438,-14.895,9.547,-0.435
27.694,31.077,-4.536,-14.921,9.531,-0.438
27.743,31.205,-5.125,-14.926,9.512,-0.430
27.615,31.067,-4.144,-14.896,9.492,-0.438
27.694,31.273,-4.811,-14.923,9.528,-0.438
27.674,31.126,-4.595,-14.897,9.559,-0.437
27.743,31.195,-4.438,-14.881,9.538,-0.431
27.714,31.048,-4.762,-14.921,9.539,-0.432
27.704,31.136,-4.615,-14.892,9.506,-0.436
27.625,31.273,-5.301,-14.866,9.424,-0.437
27.772,31.175,-5.850,-14.911,9.466,-0.434
27.625,31.156,-6.086,-14.911,9.483,-0.423
27.880,31.156,-6.468,-14.919,9.511,-0.412
27.714,31.077,-5.321,-14.902,9.509,-0.436
27.910,31.185,-5.948,-14.913,9.531,-0.429
27.782,31.009,-5.752,-14.895,9.535,-0.434
28.635,30.822,-5.389,-14.943,9.524,-0.409
27.674,31.126,-6.184,-14.928,9.464,-0.435
27.841,31.205,-6.076,-14.893,9.483,-0.428
27.772,31.097,-5.605,-14.909,9.534,-0.430
27.949,31.028,-5.546,-14.911,9.577,-0.434
28.037,31.087,-5.909,-14.927,9.565,-0.433
28.096,31.185,-6.527,-14.896,9.574,-0.424
27.910,31.058,-5.752,-14.896,9.558,-0.430
27.802,31.185,-6.056,-14.875,9.537,-0.434
27.763,31.028,-5.850,-14.876,9.530,-0.427
28.008,30.979,-6.233,-14.870,9.565,-0.422
27.704,31.254,-6.017,-14.912,9.538,-0.430
27.723,31.146,-6.193,-14.893,9.500,-0.430
27.733,31.116,-5.723,-14.862,9.530,-0.425
27.870,31.166,-5.517,-14.871,9.605,-0.425
28.125,31.018,-6.576,-14.921,9.559,-0.419
27.880,31.166,-5.389,-14.897,9.567,-0.429
28.057,31.038,-5.772,-14.860,9.606,-0.421
27.792,31.097,-5.380,-14.891,9.545,-0.433
27.978,31.244,-6.517,-14.911,9.566,-0.414
28.027,30.960,-5.831,-14.877,9.579,-0.425
27.870,31.166,-6.203,-14.877,9.571,-0.421
27.890,31.293,-6.586,-14.901,9.558,-0.409
28.008,30.901,-5.654,-14.877,9.549,-0.428
30.705,27.615,-3.448,-12.842,10.496,-0.205
31.411,27.066,-3.781,-12.908,10.930,-0.159
31.313,26.909,-2.251,-12.598,10.958,-0.161
31.322,26.674,-2.604,-12.514,11.010,-0.196
31.411,26.272,-2.761,-12.247,11.082,-0.182
31.479,25.997,-1.761,-12.125,11.093,-0.174
31.489,25.586,-1.290,-11.995,11.138,-0.168
31.950,25.085,-2.938,-11.741,11.199,-0.084
32.185,24.644,-2.810,-11.507,11.360,-0.148
32.421,24.320,-3.565,-11.418,11.364,-0.101
32.019,24.320,-2.487,-11.393,11.379,-0.132
32.146,24.173,-3.428,-11.364,11.368,-0.109
32.176,24.311,-4.262,-11.406,11.310,-0.100
32.078,24.369,-4.095,-11.487,11.251,-0.106
31.774,24.389,-3.497,-11.429,11.174,-0.106
31.832,24.222,-3.467,-11.389,11.241,-0.115
32.156,24.271,-3.918,-11.482,11.245,-0.126
31.872,24.301,-4.536,-11.446,11.167,-0.075
31.705,24.526,-3.634,-11.491,11.127,-0.110
31.499,24.320,-3.144,-11.470,11.150,-0.132
31.695,24.369,-3.585,-11.467,11.172,-0.119
31.744,24.556,-3.546,-11.493,11.172,-0.112
31.636,24.507,-2.261,-11.414,11.196,-0.307
32.548,23.006,-5.125,-10.563,11.507,0.001
26.664,21.241,-9.792,-9.744,9.439,-0.082
20.555,23.595,-10.106,-9.529,8.660,-0.221
25.948,17.201,-10.930,-7.616,9.204,0.010
22.849,16.779,-11.126,-7.615,7.948,0.010
16.642,19.868,-9.459,-8.155,6.579,-0.192
19.260,17.269,-10.381,-7.528,6.740,-0.091
20.408,15.622,-12.126,-6.941,7.011,0.036
20.584,15.181,-12.764,-6.753,6.974,0.101
16.583,16.828,-9.498,-7.287,5.710,0.067
17.220,15.975,-8.527,-7.155,5.622,-0.006
14.681,15.583,-7.508,-6.499,5.016,-0.089
15.034,13.798,-9.930,-5.731,5.443,-0.093
15.338,13.121,-9.655,-5.568,5.325,-0.018
15.406,12.651,-9.508,-5.371,5.414,-0.182
11.405,14.690,-8.841,-5.734,4.155,-0.103
13.357,13.160,-10.930,-5.558,4.743,0.070
13.572,12.856,-9.714,-5.451,4.775,-0.050
7.394,14.798,-8.076,-6.013,3.786,-0.160
12.062,13.582,-7.586,-5.707,4.009,-0.038
12.111,13.602,-8.851,-5.743,4.152,-0.092
13.906,12.268,-9.047,-5.220,4.747,-0.089
12.043,12.729,-9.322,-5.198,4.265,-0.071
9.728,11.954,-8.547,-5.359,3.575,-0.104
11.032,11.611,-7.772,-4.817,3.840,-0.034
10.846,11.278,-7.027,-4.710,3.831,-0.087
9.826,11.474,-7.861,-4.860,3.251,0.000
9.326,10.983,-6.811,-4.567,3.245,-0.061
9.306,10.777,-7.606,-4.455,3.132,-0.009
8.895,10.611,-7.076,-4.368,3.067,-0.007
9.630,10.395,-7.782,-4.306,2.693,0.092
8.493,10.679,-7.978,-4.101,2.876,-0.006
8.542,10.091,-6.949,-4.052,2.944,-0.001
7.669,9.267,-6.605,-3.685,2.632,-0.047
7.090,8.895,-7.380,-3.502,2.319,0.018
