1.324,-1.598,-2.766,0.398,0.266,0.098,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
0.941,-0.530,-2.069,0.398,0.184,0.056,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
0.226,-2.099,-2.530,0.324,0.132,0.046,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.382,0.412,-2.501,0.195,0.019,0.062,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
2.207,-2.226,-3.030,0.420,0.343,0.118,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.598,-1.902,-3.060,0.340,0.274,0.107,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-1.412,0.481,-2.510,-0.086,-0.205,0.032,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.775,-1.775,-2.844,0.399,0.240,0.111,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.265,2.001,-2.265,-0.145,-0.025,0.052,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-2.540,0.078,-2.157,-0.013,-0.230,0.022,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.942,-2.962,-2.815,0.401,0.284,0.118,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.383,-2.432,-2.775,0.341,0.314,0.074,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-1.402,0.412,-2.716,-0.028,-0.176,0.050,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.451,0.863,-2.452,-0.039,0.055,0.059,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-1.304,0.363,-2.246,0.034,-0.214,0.047,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-1.579,1.412,-2.412,-0.230,-0.143,0.043,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.637,0.255,-3.089,0.261,0.029,0.053,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.324,1.549,-2.510,-0.101,-0.021,0.067,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-1.314,0.275,-3.011,0.078,-0.078,0.063,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
3.001,-2.461,-3.844,0.504,0.291,0.173,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
2.167,-1.687,-3.932,0.361,0.217,0.140,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.461,-0.667,-3.619,0.322,0.308,0.115,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.471,-1.618,-3.109,0.412,0.247,0.107,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.794,0.657,-2.834,0.052,-0.095,0.075,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.981,1.334,-2.746,-0.257,0.009,0.061,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.677,-2.275,-3.805,0.518,0.215,0.132,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.540,-2.089,-2.922,0.429,0.299,0.099,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.883,1.628,-3.079,-0.122,-0.090,0.066,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
0.981,-0.804,-3.491,0.404,0.186,0.064,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-1.344,1.030,-2.815,-0.057,-0.144,0.043,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
0.157,-1.177,-4.109,0.361,0.141,0.093,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
2.569,-2.216,-4.119,0.436,0.364,0.144,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-0.677,0.990,-2.207,-0.113,-0.117,0.070,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-1.049,0.284,-3.403,-0.043,-0.093,0.071,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
2.913,-2.050,-4.217,0.504,0.365,0.162,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
1.000,-1.726,-3.854,0.346,0.296,0.084,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-1.255,1.383,-3.060,-0.228,-0.045,0.056,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
2.579,-0.157,-7.483,0.198,0.329,0.284,    ,-1183.891,794.455,-41.821,125.381,2.629,-35.677
-2.128,1.275,-10.483,0.377,-0.127,-0.046,    ,-1184.259,793.993,-42.479,125.381,2.629,-35.677
0.098,1.402,-11.876,-0.145,-0.008,0.168,    ,-1197.120,777.894,-65.448,125.397,2.636,-35.673
1.451,1.883,-7.237,-0.404,0.218,0.212,    ,-1230.225,736.449,-124.575,125.439,2.653,-35.662
-0.353,-1.226,-4.099,-0.136,-0.020,0.248,    ,-1245.260,717.622,-151.355,125.458,2.661,-35.658
1.432,-0.902,-4.031,-0.189,0.145,0.404,    ,-1260.968,697.809,-177.573,125.477,2.669,-35.653
1.108,0.245,-5.796,-0.259,0.163,0.236,    ,-1264.242,693.380,-179.288,125.480,2.669,-35.653
0.912,-0.069,-6.492,-0.237,0.079,0.176,    ,-1264.821,692.449,-177.753,125.480,2.669,-35.653
0.961,-0.618,-6.286,-0.136,0.040,0.457,    ,-1266.300,690.070,-173.825,125.480,2.668,-35.654
0.432,-0.010,-5.806,-0.178,0.031,0.116,    ,-1268.160,687.080,-168.888,125.480,2.667,-35.655
0.559,-0.196,-6.257,-0.129,0.146,0.176,    ,-1269.241,685.342,-166.019,125.481,2.666,-35.655
0.490,0.412,-7.120,-0.198,0.088,0.274,    ,-1271.743,681.318,-159.376,125.481,2.664,-35.657
0.255,-0.069,-8.081,-0.132,0.014,0.090,    ,-1274.483,676.912,-152.101,125.481,2.663,-35.658
0.353,-0.196,-7.051,-0.065,0.050,0.270,    ,-1275.751,674.873,-148.736,125.481,2.662,-35.658
0.432,-0.304,-6.002,-0.035,0.141,0.199,    ,-1278.013,671.236,-142.730,125.482,2.660,-35.660
1.363,-0.765,-6.002,0.065,0.217,0.206,    ,-1279.814,668.341,-137.948,125.482,2.659,-35.660
0.941,-1.255,-4.962,0.327,0.368,0.135,    ,-1280.550,667.142,-135.810,125.482,2.658,-35.661
1.530,-2.128,-5.815,0.553,0.324,0.235,    ,-1281.199,665.920,-131.902,125.482,2.658,-35.661
1.824,-3.579,-6.110,0.827,0.472,0.133,    ,-1280.732,666.271,-128.229,125.483,2.657,-35.661
0.657,-1.844,-5.227,0.547,0.359,0.149,    ,-1280.081,667.036,-126.480,125.483,2.657,-35.660
2.491,-4.207,-5.649,0.938,0.473,0.282,    ,-1277.866,669.840,-123.058,125.483,2.657,-35.659
1.559,-3.089,-6.718,0.759,0.389,0.259,    ,-1274.783,673.836,-119.434,125.484,2.657,-35.657
2.079,-4.070,-7.188,1.030,0.381,0.279,    ,-1272.973,676.183,-117.312,125.485,2.657,-35.656
2.324,-4.433,-6.698,1.122,0.458,0.233,    ,-1268.818,681.571,-112.443,125.486,2.657,-35.653
2.128,-2.059,-6.669,0.885,0.383,0.356,    ,-1263.876,687.978,-106.653,125.487,2.657,-35.650
2.452,-4.168,-7.345,1.461,0.692,0.281,    ,-1261.255,691.378,-103.581,125.487,2.657,-35.648
