Fx,Fy,Fz,Mx,My,Mz, ,X,Y,Z,W,P,R
-3.776,44.385,6.217,-2.092,-0.257,-0.986,    ,1089.250,-72.846,434.955,-132.559,-3.409,-89.695
-7.100,43.394,7.355,-2.214,-0.318,-1.118,    ,1089.250,-72.846,434.955,-132.821,-6.632,-86.712
-10.503,42.747,8.140,-2.207,-0.402,-1.313,    ,1089.250,-72.846,434.955,-133.172,-9.324,-84.178
-13.514,41.865,8.247,-2.257,-0.507,-1.346,    ,1089.250,-72.846,434.955,-133.764,-12.553,-81.062
-17.524,40.992,8.424,-2.224,-0.608,-1.588,    ,1089.250,-72.846,434.955,-134.391,-15.174,-78.448
-20.104,39.786,6.992,-2.200,-0.759,-1.640,    ,1089.250,-72.846,434.955,-135.336,-18.328,-75.172
-23.291,37.863,7.139,-2.162,-0.911,-1.706,    ,1089.250,-72.846,434.955,-136.276,-20.894,-72.371
-26.076,36.863,7.934,-2.102,-1.005,-1.849,    ,1089.250,-72.846,434.955,-137.607,-23.910,-68.882
-29.155,34.892,8.012,-2.018,-1.160,-1.936,    ,1089.250,-72.846,434.955,-138.895,-26.361,-65.849
-31.646,33.372,7.581,-1.920,-1.299,-2.042,    ,1089.250,-72.846,434.955,-140.673,-29.213,-62.038
-34.343,31.224,7.188,-1.772,-1.406,-2.160,    ,1089.250,-72.846,434.955,-142.346,-31.484,-58.729
-36.618,28.949,5.864,-1.654,-1.572,-2.201,    ,1089.250,-72.846,434.955,-144.687,-34.169,-54.412
-38.874,26.645,4.913,-1.500,-1.699,-2.225,    ,1089.250,-72.846,434.955,-146.795,-36.205,-50.755
-40.737,24.173,6.198,-1.417,-1.766,-2.265,    ,1089.250,-72.846,434.955,-149.664,-38.532,-46.031
-42.943,21.702,5.766,-1.216,-1.870,-2.346,    ,1089.250,-72.846,434.955,-152.311,-40.317,-41.865
-44.199,18.760,5.433,-1.030,-2.031,-2.336,    ,1089.250,-72.846,434.955,-155.800,-42.251,-36.580
-45.532,16.887,3.168,-0.786,-2.187,-2.279,    ,1089.250,-72.846,434.955,-158.936,-43.656,-31.979
-46.621,14.308,2.167,-0.606,-2.276,-2.282,    ,1089.250,-72.846,434.955,-163.209,-45.152,-25.876
-47.396,11.464,2.010,-0.408,-2.356,-2.257,    ,1089.250,-72.846,434.955,-166.587,-46.045,-21.149
-47.700,11.719,1.902,-0.456,-2.408,-2.248,    ,1095.061,-73.545,441.466,-166.299,-47.208,-21.272
-49.171,11.503,-0.539,-0.248,-2.574,-2.408,    ,1102.908,-74.505,450.701,-165.595,-48.756,-21.851
-47.709,10.562,2.481,-0.441,-2.439,-2.233,    ,1091.707,-73.141,437.675,-166.580,-46.559,-21.043
-44.963,10.013,4.344,-0.540,-2.252,-2.049,    ,1074.895,-71.157,419.947,-167.844,-43.419,-20.035
-42.286,9.797,6.855,-0.633,-2.069,-1.975,    ,1060.089,-69.464,405.890,-168.798,-40.784,-19.301
-40.541,9.561,8.620,-0.680,-1.981,-1.902,    ,1041.382,-67.388,389.915,-169.843,-37.597,-18.526
-37.834,8.669,11.778,-0.819,-1.851,-1.723,    ,1025.042,-65.624,377.394,-170.645,-34.923,-17.956
-34.176,7.649,12.621,-0.903,-1.603,-1.498,    ,1008.410,-63.871,365.868,-171.379,-32.288,-17.455
-34.176,7.718,13.631,-0.937,-1.636,-1.488,    ,987.488,-61.721,352.939,-172.210,-29.078,-16.917
-31.156,8.071,15.200,-1.004,-1.479,-1.344,    ,968.811,-59.849,342.742,-172.881,-26.296,-16.506
-28.655,7.208,16.357,-1.039,-1.321,-1.168,    ,950.444,-58.047,333.849,-173.491,-23.624,-16.154
-22.653,6.090,18.025,-1.131,-0.912,-0.792,    ,927.451,-55.842,324.189,-174.197,-20.355,-15.774
-18.927,5.217,19.927,-1.230,-0.735,-0.627,    ,907.912,-54.011,317.185,-174.756,-17.631,-15.495
-16.711,4.570,21.212,-1.282,-0.596,-0.441,    ,888.560,-52.234,311.280,-175.281,-14.973,-15.254
-12.807,4.148,21.663,-1.262,-0.437,-0.259,    ,864.863,-50.103,305.384,-175.891,-11.763,-14.999
-10.474,3.785,22.055,-1.261,-0.337,-0.068,    ,844.653,-48.325,301.474,-176.390,-9.055,-14.813
-7.159,3.628,21.398,-1.216,-0.178,0.130,    ,820.289,-46.228,298.085,-176.970,-5.818,-14.624
-6.590,3.060,21.692,-1.198,-0.205,0.193,    ,799.949,-44.515,296.342,-177.441,-3.130,-14.492
1.020,2.501,22.428,-1.199,0.191,0.588,    ,775.533,-42.504,295.536,-177.996,0.087,-14.364
3.079,1.844,22.084,-1.111,0.184,0.724,    ,755.291,-40.874,295.926,-178.451,2.754,-14.281
7.228,1.236,21.761,-1.073,0.514,0.976,    ,734.739,-39.253,297.305,-178.911,5.467,-14.219
10.689,-0.088,22.457,-1.185,0.577,1.174,    ,710.473,-37.383,300.223,-179.457,8.686,-14.173
15.396,-0.569,22.663,-1.112,0.837,1.438,    ,690.173,-35.858,303.756,-179.919,11.400,-14.158
14.622,0.118,19.702,-0.997,0.775,1.394,    ,666.170,-34.100,309.252,179.523,14.643,-14.169
22.340,-1.118,20.594,-0.917,1.165,1.870,    ,646.514,-32.699,314.855,179.053,17.333,-14.204
21.712,-1.383,18.642,-0.818,1.111,1.810,    ,627.145,-31.353,321.390,178.573,20.023,-14.263
24.625,-2.746,19.770,-0.881,1.275,2.009,    ,604.244,-29.810,330.481,177.979,23.265,-14.368
27.223,-2.069,18.574,-0.868,1.420,2.143,    ,585.502,-28.588,339.091,177.464,25.976,-14.486
31.244,-3.275,18.191,-0.833,1.610,2.376,    ,563.524,-27.205,350.633,176.820,29.238,-14.670
34.872,-3.334,16.534,-0.712,1.725,2.478,    ,549.816,-26.372,358.682,176.389,31.325,-14.814
37.834,-4.325,16.750,-0.641,1.994,2.635,    ,538.576,-25.708,365.806,176.017,33.071,-14.950
87.044,-15.053,52.034,2.437,10.166,2.447,    ,519.193,-24.604,379.289,175.323,36.167,-15.235
101.803,-16.465,72.079,3.116,14.157,2.567,    ,518.490,-24.565,379.809,175.296,36.282,-15.247
100.616,-15.269,70.833,3.165,14.035,2.456,    ,518.490,-24.565,379.809,175.296,36.282,-15.247
95.389,-44.336,69.196,2.874,14.237,8.476,    ,518.490,-24.565,379.809,175.424,36.296,-15.031
67.558,-42.620,72.059,2.469,14.822,10.137,    ,518.490,-24.565,379.809,177.412,36.465,-11.681
64.812,21.104,65.410,2.207,12.067,-3.080,    ,518.490,-24.565,379.809,174.759,36.218,-16.156
59.281,8.777,50.102,1.862,9.501,-0.461,    ,518.490,-24.565,379.809,172.315,35.837,-20.310
59.585,4.011,50.592,1.699,9.527,0.204,    ,518.490,-24.565,379.809,172.238,35.823,-20.441
59.458,5.168,49.651,1.758,9.447,-0.050,    ,518.490,-24.565,379.809,172.215,35.818,-20.480
49.935,-0.304,36.079,1.009,6.528,1.057,    ,518.490,-24.565,379.809,169.816,35.288,-24.605
50.818,-2.363,34.804,1.005,6.335,1.395,    ,518.490,-24.565,379.809,169.797,35.283,-24.637
50.573,-2.903,35.677,0.977,6.397,1.366,    ,518.490,-24.565,379.809,169.797,35.283,-24.637
50.485,-3.069,35.206,0.973,6.407,1.390,    ,518.490,-24.565,379.809,169.797,35.283,-24.637
51.093,-2.540,35.147,1.026,6.347,1.448,    ,518.490,-24.565,379.809,169.797,35.283,-24.637
50.946,-2.569,35.088,1.024,6.346,1.468,    ,518.490,-24.565,379.809,169.797,35.283,-24.637
50.651,-3.275,35.647,0.979,6.389,1.400,    ,518.490,-24.565,379.809,169.797,35.283,-24.637
67.803,-22.418,41.727,0.987,7.560,4.473,    ,518.196,-24.548,380.027,169.777,35.329,-24.648
148.767,-72.501,116.297,4.307,23.145,11.790,    ,513.089,-24.268,383.874,169.416,36.129,-24.829
38.893,-8.424,10.817,-0.230,1.611,2.806,    ,528.290,-25.115,372.764,170.460,33.769,-24.318
37.373,-8.198,10.797,-0.178,1.550,2.690,    ,545.345,-26.106,361.457,171.536,31.196,-23.835
33.009,-6.355,12.337,-0.333,1.355,2.356,    ,555.195,-26.696,355.442,172.101,29.737,-23.629
32.588,-8.551,10.611,-0.336,1.302,2.505,    ,555.195,-26.696,355.442,170.312,29.248,-27.262
31.577,-10.768,10.640,-0.143,1.250,2.566,    ,555.195,-26.696,355.442,167.924,28.414,-32.213
30.744,-13.043,12.317,-0.132,1.202,2.653,    ,555.195,-26.696,355.442,166.000,27.576,-36.308
29.724,-14.867,12.602,0.054,1.185,2.579,    ,555.195,-26.696,355.442,163.842,26.435,-41.060
28.165,-16.897,13.553,0.083,1.169,2.514,    ,555.195,-26.696,355.442,162.133,25.357,-44.971
26.988,-17.985,12.239,0.240,1.075,2.486,    ,555.195,-26.696,355.442,160.201,23.921,-49.603
25.321,-19.447,12.170,0.413,0.989,2.383,    ,555.195,-26.696,355.442,158.706,22.617,-53.387
24.124,-20.878,12.876,0.477,0.945,2.434,    ,555.195,-26.696,355.442,157.081,20.967,-57.761
22.261,-21.673,12.798,0.681,0.849,2.229,    ,555.195,-26.696,355.442,155.837,19.496,-61.357
20.672,-23.977,13.935,0.678,0.785,2.244,    ,555.195,-26.696,355.442,154.490,17.641,-65.584
18.231,-24.546,13.317,0.830,0.706,2.052,    ,555.195,-26.696,355.442,153.489,16.026,-69.039
16.505,-25.968,12.827,0.939,0.637,1.999,    ,555.195,-26.696,355.442,152.447,14.048,-73.053
14.210,-26.360,13.190,1.010,0.487,1.815,    ,555.195,-26.696,355.442,151.624,12.171,-76.680
12.356,-27.253,13.778,1.028,0.474,1.740,    ,555.195,-26.696,355.442,150.985,10.419,-79.943
10.405,-27.665,14.582,1.141,0.403,1.496,    ,555.195,-26.696,355.442,150.355,8.271,-83.817
8.140,-28.567,14.612,1.113,0.239,1.456,    ,555.195,-26.696,355.442,149.874,6.070,-87.675
5.629,-28.684,14.435,1.160,0.180,1.302,    ,555.195,-26.696,355.442,149.587,4.214,-90.866
3.736,-29.332,13.906,1.172,0.054,1.298,    ,555.195,-26.696,355.442,149.383,1.988,-94.648
1.540,-29.341,14.602,1.209,-0.055,1.125,    ,555.195,-26.696,355.442,149.325,0.128,-97.787
-0.834,-29.292,15.426,1.179,-0.110,0.981,    ,555.195,-26.696,355.442,149.390,-2.108,-101.559
-3.354,-28.900,15.602,1.180,-0.193,0.794,    ,555.195,-26.696,355.442,149.557,-3.961,-104.706
-5.296,-28.861,14.877,1.189,-0.293,0.627,    ,555.195,-26.696,355.442,149.895,-6.188,-108.534
-7.384,-28.577,15.573,1.148,-0.423,0.617,    ,555.195,-26.696,355.442,150.293,-8.023,-111.749
-9.758,-27.733,15.436,1.162,-0.481,0.318,    ,555.195,-26.696,355.442,150.930,-10.254,-115.759
-11.994,-27.057,15.416,1.109,-0.620,0.202,    ,555.195,-26.696,355.442,151.554,-11.994,-118.989
-13.965,-25.850,17.299,1.090,-0.623,-0.075,    ,555.195,-26.696,355.442,152.457,-14.068,-122.991
-15.799,-25.174,17.485,1.010,-0.735,-0.127,    ,555.195,-26.696,355.442,153.321,-15.731,-126.352
-18.132,-24.075,18.005,0.960,-0.796,-0.446,    ,555.195,-26.696,355.442,154.494,-17.646,-130.432
-19.672,-22.447,16.053,0.936,-0.921,-0.424,    ,555.195,-26.696,355.442,155.605,-19.199,-133.949
-21.222,-21.163,15.867,0.896,-0.978,-0.634,    ,555.195,-26.696,355.442,157.063,-20.947,-138.193
-22.830,-19.908,16.760,0.839,-1.008,-0.770,    ,555.195,-26.696,355.442,158.402,-22.329,-141.825
-24.419,-17.397,16.867,0.758,-1.182,-0.779,    ,555.195,-26.696,355.442,160.166,-23.892,-146.316
-25.664,-16.161,17.868,0.694,-1.181,-1.020,    ,555.195,-26.696,355.442,162.067,-25.312,-150.878
-27.106,-14.445,17.819,0.599,-1.272,-1.149,    ,555.195,-26.696,355.442,163.787,-26.403,-154.821
-28.037,-12.876,16.593,0.547,-1.377,-1.197,    ,555.195,-26.696,355.442,165.588,-27.375,-158.801
-29.243,-10.336,16.750,0.449,-1.421,-1.330,    ,555.195,-26.696,355.442,167.863,-28.390,-163.664
-30.244,-8.728,17.436,0.361,-1.419,-1.514,    ,555.195,-26.696,355.442,169.932,-29.129,-167.963
-30.871,-6.178,17.573,0.250,-1.483,-1.601,    ,555.195,-26.696,355.442,172.417,-29.812,-173.012
-31.087,-4.560,17.809,0.146,-1.541,-1.637,    ,555.195,-26.696,355.442,174.549,-30.234,-177.272
-31.970,-2.383,17.946,0.050,-1.532,-1.851,    ,555.195,-26.696,355.442,177.134,-30.554,177.622
-32.166,0.020,17.524,-0.060,-1.590,-1.904,    ,555.195,-26.696,355.442,179.293,-30.668,173.385
-32.274,1.981,17.828,-0.165,-1.607,-1.963,    ,555.195,-26.696,355.442,-178.071,-30.621,168.214
-32.097,4.550,19.447,-0.309,-1.565,-1.981,    ,555.195,-26.696,355.442,-175.922,-30.429,163.985
-31.646,6.718,19.290,-0.423,-1.575,-2.014,    ,555.195,-26.696,355.442,-173.341,-30.013,158.859
-31.499,8.983,19.280,-0.470,-1.564,-2.171,    ,555.195,-26.696,355.442,-171.254,-29.519,154.658
-30.508,10.679,18.937,-0.598,-1.609,-1.993,    ,555.195,-26.696,355.442,-168.811,-28.749,149.642
-29.763,13.229,18.839,-0.664,-1.524,-2.168,    ,555.195,-26.696,355.442,-166.835,-27.959,145.483
-29.165,15.210,20.525,-0.775,-1.463,-2.181,    ,555.195,-26.696,355.442,-164.630,-26.878,140.696
-27.586,16.475,19.250,-0.688,-1.450,-2.212,    ,555.195,-26.696,355.442,-163.988,-26.519,139.268
-28.890,14.769,20.104,-0.749,-1.540,-2.099,    ,555.195,-26.696,355.442,-165.870,-27.513,143.410
-29.802,12.915,18.338,-0.597,-1.577,-2.096,    ,555.195,-26.696,355.442,-167.788,-28.359,147.501
-30.793,10.415,17.573,-0.526,-1.596,-1.956,    ,555.195,-26.696,355.442,-170.153,-29.199,152.411
-30.989,8.189,18.319,-0.412,-1.540,-1.936,    ,555.195,-26.696,355.442,-172.209,-29.763,156.589
-31.479,5.845,17.142,-0.228,-1.547,-1.915,    ,555.195,-26.696,355.442,-174.745,-30.265,161.656
-31.460,3.864,16.838,-0.153,-1.555,-1.708,    ,555.195,-26.696,355.442,-176.956,-30.539,166.023
-31.656,1.765,16.838,-0.033,-1.551,-1.678,    ,555.195,-26.696,355.442,-179.550,-30.672,171.115
-31.646,-0.392,15.524,0.041,-1.526,-1.587,    ,555.195,-26.696,355.442,178.155,-30.625,175.616
-31.528,-2.393,16.809,0.140,-1.481,-1.616,    ,555.195,-26.696,355.442,175.968,-30.435,179.920
-31.460,-4.599,17.054,0.182,-1.447,-1.458,    ,555.195,-26.696,355.442,173.294,-30.003,-174.770
-30.665,-6.423,17.024,0.269,-1.441,-1.316,    ,555.195,-26.696,355.442,171.226,-29.512,-170.606
-30.057,-8.855,16.975,0.379,-1.431,-1.161,    ,555.195,-26.696,355.442,168.801,-28.746,-165.627
-29.263,-10.797,15.710,0.484,-1.376,-1.074,    ,555.195,-26.696,355.442,166.859,-27.969,-161.539
-28.008,-12.768,15.122,0.620,-1.337,-0.967,    ,555.195,-26.696,355.442,164.637,-26.881,-156.716
-26.605,-14.926,17.564,0.627,-1.221,-0.825,    ,555.195,-26.696,355.442,162.900,-25.861,-152.807
-25.487,-16.603,17.740,0.691,-1.173,-0.658,    ,555.195,-26.696,355.442,160.925,-24.489,-148.168
-24.203,-17.917,17.730,0.778,-1.123,-0.572,    ,555.195,-26.696,355.442,159.380,-23.229,-144.350
-22.653,-20.251,17.309,0.874,-1.008,-0.478,    ,555.195,-26.696,355.442,157.707,-21.636,-139.968
-20.869,-21.437,16.917,0.914,-0.978,-0.277,    ,555.195,-26.696,355.442,156.412,-20.201,-136.340
-18.917,-22.997,16.907,0.990,-0.888,-0.139,    ,555.195,-26.696,355.442,155.002,-18.383,-132.075
-17.681,-24.095,18.956,1.007,-0.747,-0.104,    ,555.195,-26.696,355.442,153.940,-16.783,-128.562
-15.573,-25.311,19.015,1.029,-0.650,0.059,    ,555.195,-26.696,355.442,152.838,-14.833,-124.518
-13.808,-26.213,17.799,1.095,-0.599,0.218,    ,555.195,-26.696,355.442,151.869,-12.768,-120.461
-11.405,-26.958,18.162,1.114,-0.490,0.405,    ,555.195,-26.696,355.442,151.199,-11.044,-117.212
-9.346,-27.733,18.927,1.139,-0.397,0.453,    ,555.195,-26.696,355.442,150.521,-8.892,-113.296
-7.100,-28.557,19.260,1.113,-0.278,0.648,    ,555.195,-26.696,355.442,150.076,-7.085,-110.096
-4.923,-28.724,20.045,1.146,-0.202,0.768,    ,555.195,-26.696,355.442,149.676,-4.867,-106.256
-2.579,-29.116,20.064,1.119,-0.077,0.909,    ,555.195,-26.696,355.442,149.453,-2.954,-102.993
-0.304,-29.263,18.839,1.164,-0.001,1.068,    ,555.195,-26.696,355.442,149.332,-0.721,-99.218
2.206,-29.057,19.074,1.165,0.090,1.199,    ,555.195,-26.696,355.442,149.344,1.156,-96.053
4.099,-29.057,20.251,1.104,0.142,1.360,    ,555.195,-26.696,355.442,149.492,3.371,-92.304
6.266,-28.733,19.996,1.098,0.281,1.375,    ,555.195,-26.696,355.442,149.734,5.249,-89.093
8.777,-28.302,19.643,1.064,0.331,1.651,    ,555.195,-26.696,355.442,150.160,7.461,-85.247
10.719,-27.674,20.153,1.006,0.405,1.771,    ,555.195,-26.696,355.442,150.631,9.280,-82.013
12.700,-27.763,19.192,0.978,0.515,1.901,    ,555.195,-26.696,355.442,151.336,11.423,-78.088
15.181,-27.400,19.476,0.837,0.625,2.130,    ,555.195,-26.696,355.442,152.036,13.153,-74.801
17.005,-27.037,20.741,0.680,0.764,2.248,    ,555.195,-26.696,355.442,153.026,15.191,-70.760
19.437,-26.409,20.967,0.496,0.899,2.352,    ,555.195,-26.696,355.442,153.963,16.820,-67.364
21.251,-25.125,21.339,0.334,0.981,2.436,    ,555.195,-26.696,355.442,155.242,18.714,-63.175
22.869,-24.242,20.584,0.180,1.052,2.612,    ,555.195,-26.696,355.442,156.418,20.209,-59.645
24.987,-22.751,20.123,0.119,1.134,2.578,    ,555.195,-26.696,355.442,157.987,21.921,-55.283
26.056,-21.388,19.407,0.016,1.131,2.678,    ,555.195,-26.696,355.442,159.414,23.258,-51.569
26.968,-19.780,20.045,-0.197,1.207,2.742,    ,555.195,-26.696,355.442,161.253,24.734,-47.050
28.439,-18.074,21.604,-0.281,1.286,2.625,    ,555.195,-26.696,355.442,162.923,25.876,-43.143
28.930,-16.299,21.055,-0.403,1.303,2.663,    ,555.195,-26.696,355.442,165.039,27.096,-38.401
30.646,-14.573,19.633,-0.535,1.333,2.854,    ,555.195,-26.696,355.442,166.869,27.974,-34.445
30.518,-13.906,18.907,-0.540,1.346,2.816,    ,555.195,-26.696,355.442,167.726,28.335,-32.628
27.733,-14.328,19.976,-0.371,1.537,2.405,    ,555.195,-26.696,355.442,165.839,27.498,-36.658
27.851,-16.230,20.976,-0.281,1.378,2.499,    ,555.195,-26.696,355.442,163.674,26.336,-41.437
26.654,-18.142,20.908,-0.152,1.344,2.423,    ,555.195,-26.696,355.442,161.860,25.169,-45.611
26.066,-19.594,20.594,0.017,1.261,2.393,    ,555.195,-26.696,355.442,160.268,23.975,-49.438
24.203,-20.878,20.712,0.132,1.155,2.302,    ,555.195,-26.696,355.442,158.496,22.419,-53.935
22.967,-22.212,19.309,0.330,1.038,2.285,    ,555.195,-26.696,355.442,157.115,21.004,-57.666
21.408,-23.458,19.525,0.413,0.925,2.345,    ,555.195,-26.696,355.442,155.642,19.246,-61.944
19.250,-23.830,20.702,0.635,0.898,1.996,    ,555.195,-26.696,355.442,154.536,17.709,-65.433
17.799,-25.007,19.662,0.751,0.808,1.941,    ,555.195,-26.696,355.442,153.318,15.725,-69.664
15.720,-25.801,19.976,0.938,0.644,1.795,    ,555.195,-26.696,355.442,152.447,14.048,-73.053
13.543,-26.272,18.995,1.034,0.582,1.633,    ,555.195,-26.696,355.442,151.546,11.973,-77.055
11.542,-27.125,19.407,1.033,0.454,1.672,    ,555.195,-26.696,355.442,150.924,10.233,-80.285
9.169,-28.027,19.770,1.074,0.377,1.534,    ,555.195,-26.696,355.442,150.307,8.081,-84.154
7.728,-28.420,21.339,1.108,0.281,1.444,    ,555.195,-26.696,355.442,149.903,6.230,-87.397
4.619,-28.567,21.575,1.164,0.184,1.144,    ,555.195,-26.696,355.442,149.564,4.020,-91.198
2.785,-29.273,19.496,1.171,0.047,1.185,    ,555.195,-26.696,355.442,149.394,2.167,-94.345
0.490,-29.234,20.427,1.217,-0.038,0.979,    ,555.195,-26.696,355.442,149.325,-0.052,-98.090
-1.775,-29.028,20.770,1.204,-0.102,0.853,    ,555.195,-26.696,355.442,149.403,-2.303,-101.890
-4.187,-28.979,20.270,1.202,-0.178,0.684,    ,555.195,-26.696,355.442,149.582,-4.172,-105.065
-6.423,-28.930,21.702,1.163,-0.279,0.559,    ,555.195,-26.696,355.442,149.881,-6.108,-108.395
-8.306,-28.155,21.732,1.176,-0.393,0.429,    ,555.195,-26.696,355.442,150.365,-8.308,-112.254
-10.474,-27.547,20.349,1.157,-0.546,0.353,    ,555.195,-26.696,355.442,150.880,-10.098,-115.474
-12.719,-26.939,19.760,1.129,-0.605,0.174,    ,555.195,-26.696,355.442,151.651,-12.238,-119.450
-14.690,-25.782,20.761,1.103,-0.720,0.028,    ,555.195,-26.696,355.442,152.400,-13.949,-122.758
-16.612,-24.664,21.006,1.039,-0.828,-0.088,    ,555.195,-26.696,355.442,153.443,-15.946,-126.798
-18.446,-23.634,21.241,1.049,-0.873,-0.383,    ,555.195,-26.696,355.442,154.642,-17.866,-130.917
-20.162,-22.320,20.800,0.977,-0.967,-0.465,    ,555.195,-26.696,355.442,155.759,-19.396,-134.412
-21.967,-20.770,19.496,0.938,-1.067,-0.617,    ,555.195,-26.696,355.442,157.244,-21.145,-138.698
-23.546,-19.358,19.917,0.831,-1.142,-0.747,    ,555.195,-26.696,355.442,158.599,-22.517,-142.340
-24.772,-17.642,19.692,0.812,-1.231,-0.938,    ,555.195,-26.696,355.442,160.367,-24.055,-146.810
-26.556,-15.867,21.133,0.727,-1.234,-1.150,    ,555.195,-26.696,355.442,161.952,-25.233,-150.609
-27.498,-14.112,20.888,0.627,-1.299,-1.236,    ,555.195,-26.696,355.442,164.001,-26.527,-155.302
-28.567,-12.415,20.153,0.506,-1.398,-1.214,    ,555.195,-26.696,355.442,165.813,-27.485,-159.290
-29.596,-10.434,20.162,0.437,-1.431,-1.438,    ,555.195,-26.696,355.442,168.083,-28.476,-164.127
-30.401,-8.914,20.300,0.307,-1.439,-1.482,    ,555.195,-26.696,355.442,170.072,-29.174,-168.251
-31.371,-6.335,20.310,0.234,-1.503,-1.672,    ,555.195,-26.696,355.442,172.563,-29.846,-173.304
-31.538,-4.697,21.486,0.144,-1.500,-1.810,    ,555.195,-26.696,355.442,174.661,-30.252,-177.493
-32.019,-2.471,20.937,-0.012,-1.570,-1.716,    ,555.195,-26.696,355.442,177.203,-30.560,177.487
-32.225,-1.902,21.074,-0.008,-1.546,-1.821,    ,555.195,-26.696,355.442,177.474,-30.581,176.953
-32.313,-1.952,20.986,-0.001,-1.539,-1.810,    ,555.195,-26.696,355.442,177.474,-30.581,176.953
-32.323,-0.677,21.016,-0.082,-1.523,-1.813,    ,555.034,-28.690,355.377,177.795,-30.587,176.846
-32.323,0.235,20.888,-0.079,-1.552,-1.863,    ,553.834,-44.418,355.205,-179.673,-30.612,176.002
-32.342,0.755,20.761,-0.128,-1.555,-1.862,    ,553.827,-44.513,355.206,-179.657,-30.612,175.996
-32.254,0.941,22.369,-0.215,-1.500,-1.896,    ,555.677,-44.650,358.293,-179.656,-30.342,175.996
-31.322,0.922,21.359,-0.160,-1.487,-1.804,    ,560.653,-45.019,366.767,-179.653,-29.604,175.994
-30.518,1.000,20.898,-0.173,-1.448,-1.753,    ,564.944,-45.337,374.280,-179.650,-28.955,175.993
-28.979,0.912,21.555,-0.220,-1.397,-1.698,    ,575.298,-46.104,393.272,-179.642,-27.331,175.989
-27.586,0.824,22.594,-0.241,-1.303,-1.613,    ,583.192,-46.689,408.673,-179.637,-26.031,175.987
-26.350,0.971,22.604,-0.286,-1.239,-1.535,    ,592.189,-47.356,427.358,-179.630,-24.475,175.984
-24.732,0.892,23.997,-0.330,-1.140,-1.431,    ,599.427,-47.892,443.408,-179.624,-23.153,175.981
-23.389,0.873,24.232,-0.364,-1.071,-1.357,    ,606.181,-48.393,459.345,-179.619,-21.854,175.979
-22.075,0.873,25.056,-0.428,-0.963,-1.269,    ,613.850,-48.961,478.777,-179.613,-20.286,175.977
-20.751,1.059,24.811,-0.405,-0.941,-1.201,    ,617.993,-49.268,489.974,-179.609,-19.390,175.976
-20.888,0.863,24.625,-0.410,-0.926,-1.204,    ,617.993,-49.268,489.974,-179.609,-19.390,175.976
-21.016,0.834,24.674,-0.424,-0.925,-1.207,    ,617.993,-49.268,489.974,-179.609,-19.390,175.976
-20.751,1.010,24.252,-0.418,-0.938,-1.193,    ,617.993,-49.268,489.974,-179.609,-19.390,175.976
-20.643,-0.167,23.967,-0.368,-0.910,-1.168,    ,618.664,-40.219,489.997,179.035,-19.380,176.419
-20.663,-0.941,23.575,-0.325,-0.938,-1.119,    ,618.948,-36.396,490.068,178.462,-19.373,176.607
-20.731,0.745,24.193,-0.441,-0.919,-1.171,    ,618.287,-45.307,489.959,179.797,-19.387,176.170
-20.682,2.020,24.752,-0.460,-0.932,-1.230,    ,617.480,-56.198,490.092,-178.570,-19.391,175.636
-20.741,2.128,26.007,-0.546,-0.910,-1.272,    ,609.504,-55.533,492.997,-178.567,-20.525,175.606
-22.330,1.863,25.213,-0.466,-1.037,-1.335,    ,607.647,-55.378,493.700,-178.566,-20.790,175.599
-19.966,2.177,24.674,-0.474,-0.936,-1.221,    ,612.716,-55.802,491.806,-178.568,-20.067,175.618
-15.955,2.628,25.919,-0.514,-0.675,-1.004,    ,632.223,-57.415,485.188,-178.574,-17.315,175.691
-13.563,2.226,25.635,-0.452,-0.591,-0.842,    ,656.085,-59.352,478.481,-178.576,-14.002,175.776
-9.385,2.628,26.900,-0.553,-0.349,-0.596,    ,675.670,-60.914,474.071,-178.574,-11.320,175.844
-8.640,2.236,27.733,-0.563,-0.359,-0.577,    ,699.933,-62.815,469.926,-178.568,-8.031,175.928
-7.571,1.961,27.370,-0.487,-0.447,-0.504,    ,720.221,-64.377,467.551,-178.558,-5.302,175.997
-3.962,1.706,29.283,-0.628,-0.185,-0.277,    ,740.426,-65.907,466.155,-178.546,-2.596,176.065
-1.608,2.285,27.096,-0.503,-0.188,-0.170,    ,764.868,-67.725,465.747,-178.527,0.669,176.149
3.707,1.697,27.498,-0.588,0.113,0.114,    ,785.461,-69.229,466.487,-178.507,3.421,176.220
5.943,2.540,26.605,-0.529,0.177,0.205,    ,809.815,-70.975,468.651,-178.479,6.687,176.306
10.277,1.961,26.703,-0.542,0.364,0.474,    ,830.049,-72.398,471.524,-178.451,9.416,176.380
14.278,2.246,26.282,-0.561,0.586,0.656,    ,854.049,-74.052,476.225,-178.413,12.681,176.471
19.152,2.628,24.370,-0.514,0.845,0.902,    ,874.046,-75.402,481.247,-178.376,15.433,176.551
22.840,2.334,22.849,-0.384,0.979,1.093,    ,893.780,-76.708,487.226,-178.335,18.185,176.633
23.840,3.315,20.996,-0.393,0.975,1.120,    ,916.953,-78.207,495.604,-178.279,21.474,176.736
29.214,2.197,19.319,-0.255,1.201,1.453,    ,935.795,-79.396,503.559,-178.227,24.203,176.827
29.891,3.030,17.260,-0.127,1.160,1.486,    ,954.238,-80.532,512.404,-178.169,26.931,176.922
