-2.344,0.941,-5.394,0.818,-0.332,0.023,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
1.304,-4.825,-5.531,1.173,0.279,0.163,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
3.295,-4.639,-6.257,1.459,0.206,0.211,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
-0.51,-0.785,-6.168,0.784,0.091,0.037,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
1.942,-3.609,-6.423,1.245,0.106,0.141,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
-0.118,-0.696,-5.6,0.757,0.196,0.048,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
2.226,-4.59,-6.11,1.33,0.127,0.196,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
1.02,-3.903,-6.6,0.763,0.018,0.151,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
-1.314,-1.187,-4.148,0.634,-0.049,0.049,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
2.511,-4.266,-7.12,1.216,0.354,0.161,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
1.549,-4.805,-6.737,1.336,0.375,0.12,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
0.441,-1.628,-5.178,0.88,0.181,0.11,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
4.031,-4.295,-5.541,1.436,0.246,0.232,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
-0.5,-0.873,-5.766,0.624,0.031,0.018,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
3.481,-4.992,-5.864,1.465,0.254,0.225,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
-0.373,-1.108,-5.521,0.681,0.096,0.012,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
2.373,-4.609,-7.375,1.482,0.258,0.184,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
1.089,-2.854,-5.149,0.497,0.137,0.106,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
-2.334,0.559,-5.698,0.587,-0.117,0.01,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
2.785,-4.599,-8.022,1.593,0.422,0.151,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
-3.697,4.001,-10.984,0.735,-0.485,0.072,    ,-1139.882,849.244,37.177,125.466,2.623,-35.658
-2.53,0.147,-10.405,0.896,-0.362,0.176,    ,-1139.882,849.244,37.175,125.466,2.623,-35.658
0.667,-0.588,-9.66,0.898,0.172,0.184,    ,-1140.114,848.97,36.558,125.466,2.623,-35.658
-0.794,-0.52,-8.708,0.874,-0.098,0.126,    ,-1144.264,844.071,25.507,125.467,2.625,-35.658
0.667,-1.598,-11.131,0.613,0.136,0.234,    ,-1150.63,836.555,8.551,125.468,2.627,-35.657
1.569,-2.658,-11.395,0.224,0.09,0.303,    ,-1153.865,832.736,-0.065,125.468,2.628,-35.657
0.785,-0.824,-9.895,0.137,0.026,0.204,    ,-1159.727,825.816,-15.676,125.469,2.63,-35.657
-0.686,-0.078,-9.238,-0.148,-0.236,0.266,    ,-1165.579,818.908,-31.261,125.471,2.632,-35.657
2.05,-1.196,-8.385,-0.278,0.048,0.269,    ,-1168.535,815.417,-39.134,125.471,2.633,-35.657
0.294,0.667,-11.572,-0.192,0.092,0.147,    ,-1174.079,808.873,-53.899,125.472,2.635,-35.657
1.177,-1.069,-10.356,-0.216,-0.026,0.354,    ,-1179.642,802.305,-68.715,125.473,2.637,-35.657
0.873,-1.549,-10.503,-0.104,-0.015,0.259,    ,-1182.35,799.108,-75.929,125.474,2.638,-35.656
0.412,-0.265,-8.473,-0.192,-0.066,0.295,    ,-1187.746,792.737,-90.3,125.475,2.64,-35.656
0.843,-1.108,-9.052,-0.202,-0.024,0.304,    ,-1192.891,786.663,-104.002,125.476,2.642,-35.656
0.99,-0.951,-9.65,-0.266,-0.014,0.408,    ,-1195.38,783.726,-110.629,125.476,2.643,-35.656
0.167,-0.951,-10.768,-0.049,0.023,0.31,    ,-1200.261,777.963,-123.629,125.477,2.644,-35.656
1.932,-1.51,-9.64,-0.219,-0.027,0.301,    ,-1204.904,772.481,-135.996,125.478,2.646,-35.656
1.53,0,-8.326,-0.245,0.126,0.289,    ,-1207.056,769.942,-141.725,125.479,2.647,-35.656
0.853,-0.637,-8.846,-0.188,0.175,0.266,    ,-1210.44,765.913,-150.319,125.479,2.648,-35.656
1.304,-1.304,-9.434,-0.178,0.046,0.369,    ,-1214.278,760.996,-155.773,125.479,2.648,-35.656
1.53,-1.255,-9.493,-0.067,0.104,0.42,    ,-1217.306,757.056,-159.315,125.479,2.648,-35.656
0.932,-0.863,-9.336,-0.269,0.034,0.16,    ,-1223.802,748.602,-166.912,125.48,2.648,-35.656
0.863,-0.431,-10.346,-0.128,0.112,0.275,    ,-1230.74,739.575,-175.025,125.48,2.648,-35.656
1.971,-1.853,-10.17,-0.125,0.023,0.387,    ,-1237.38,730.934,-182.791,125.48,2.648,-35.657
1.245,-1.079,-10.689,-0.058,0.111,0.219,    ,-1240.849,726.42,-186.847,125.48,2.648,-35.657
0.902,-0.863,-9.944,-0.2,0.002,0.445,    ,-1247.787,717.392,-194.96,125.48,2.648,-35.657
