X,Y,Z,W,P,R,C1,C3,C4,C5,C6,C7 
-852.390,434.444,-446.721,-179.854,59.684,63.662,0,1,1,0,0,1
-974.145,189.871,-451.296,-179.854,59.684,63.662,0,1,1,0,0,1
-932.099,274.226,-414.376,-179.854,59.684,63.662,0,1,1,0,0,1
-894.317,349.969,-361.024,-179.854,59.684,63.662,0,1,1,0,0,1
-872.092,394.559,-341.231,-179.853,59.684,63.662,0,1,1,0,0,1
-854.905,429.001,-312.520,-179.853,59.684,63.662,0,1,1,0,0,1
