X,Y,Z,W,P,R,C1,C3,C4,C5,C6,C7 
1461.618,745.037,34.938,-98.428,17.317,-0.484,0,1,1,0,0,0
1460.984,809.073,16.212,-98.440,17.322,-0.500,0,1,1,0,0,0
1462.597,764.197,22.499,-98.444,17.323,-0.504,0,1,1,0,0,0
1461.667,791.578,18.515,-98.450,17.325,-0.510,0,1,1,0,0,0
1475.155,444.663,71.618,-98.454,17.330,-0.511,0,1,1,0,0,0
1106.178,293.802,408.563,-178.901,-4.785,-17.299,0,1,1,0,0,0
